:	名詞,サ変接続,*,*,*,*,*
center	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
relative	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
margin	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
bottom	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
10	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
border	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
radius	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
8	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;-	名詞,サ変接続,*,*,*,*,*
moz	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
border	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
radius	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
8	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;-	名詞,サ変接続,*,*,*,*,*
webkit	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
border	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
radius	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
8	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
rest	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
49	名詞,数,*,*,*,*,*
%;	名詞,サ変接続,*,*,*,*,*
float	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
left	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
regist	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
49	名詞,数,*,*,*,*,*
%;	名詞,サ変接続,*,*,*,*,*
float	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
right	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
text	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
align	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
center	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
241	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
margin	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
5	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
auto	名詞,一般,*,*,*,*,*
10	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
span	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
display	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
block	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
url	名詞,一般,*,*,*,*,*
(/	名詞,サ変接続,*,*,*,*,*
g	名詞,一般,*,*,*,*,*
3	名詞,数,*,*,*,*,*
/_	名詞,サ変接続,*,*,*,*,*
btn	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
yp	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
gif	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
no	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
repeat	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
30	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
241	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
text	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
indent	名詞,一般,*,*,*,*,*
:-	名詞,サ変接続,*,*,*,*,*
9999	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
a	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
display	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
block	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
font	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
size	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
100	名詞,数,*,*,*,*,*
%;	名詞,サ変接続,*,*,*,*,*
font	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
weight	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
bold	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
url	名詞,一般,*,*,*,*,*
(/	名詞,サ変接続,*,*,*,*,*
g	名詞,一般,*,*,*,*,*
3	名詞,数,*,*,*,*,*
/_	名詞,サ変接続,*,*,*,*,*
btn	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
yp	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
gif	名詞,一般,*,*,*,*,*
)	名詞,サ変接続,*,*,*,*,*
no	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
repeat	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
33	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
241	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
text	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
indent	名詞,一般,*,*,*,*,*
:-	名詞,サ変接続,*,*,*,*,*
9999	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
rest	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
span	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
5	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
regist	名詞,一般,*,*,*,*,*
div	名詞,一般,*,*,*,*,*
span	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:-	名詞,サ変接続,*,*,*,*,*
260	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
5	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
rest	名詞,一般,*,*,*,*,*
a	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
40	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
regist	名詞,一般,*,*,*,*,*
a	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:-	名詞,サ変接続,*,*,*,*,*
260	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
40	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
rest	名詞,一般,*,*,*,*,*
a	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
hover	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
80	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
ypbox	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
regist	名詞,一般,*,*,*,*,*
a	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
hover	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
background	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
position	名詞,一般,*,*,*,*,*
:-	名詞,サ変接続,*,*,*,*,*
260	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
80	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
rect	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
l	名詞,一般,*,*,*,*,*
{	名詞,サ変接続,*,*,*,*,*
margin	名詞,一般,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
bottom	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
10	名詞,数,*,*,*,*,*
px	名詞,一般,*,*,*,*,*
;}	名詞,サ変接続,*,*,*,*,*
読売	名詞,固有名詞,組織,*,*,*,読売,ヨミウリ,ヨミウリ
プレミアム	名詞,一般,*,*,*,*,プレミアム,プレミアム,プレミアム
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
登録	名詞,サ変接続,*,*,*,*,登録,トウロク,トーロク
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
記事	名詞,一般,*,*,*,*,記事,キジ,キジ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
続き	名詞,一般,*,*,*,*,続き,ツヅキ,ツズキ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
未登録	名詞,一般,*,*,*,*,未登録,ミトウロク,ミトーロク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
新規	名詞,一般,*,*,*,*,新規,シンキ,シンキ
登録	名詞,サ変接続,*,*,*,*,登録,トウロク,トーロク
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
最新	名詞,一般,*,*,*,*,最新,サイシン,サイシン
主要	名詞,形容動詞語幹,*,*,*,*,主要,シュヨウ,シュヨー
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース
10	名詞,数,*,*,*,*,*
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン
 	記号,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
 	記号,一般,*,*,*,*,*
YOMIURI	名詞,固有名詞,組織,*,*,*,*
ONLINE	名詞,一般,*,*,*,*,*
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
EOS
"
"診療	名詞,サ変接続,*,*,*,*,診療,シンリョウ,シンリョー
報酬	名詞,一般,*,*,*,*,報酬,ホウシュウ,ホーシュー
、	記号,読点,*,*,*,*,、,、,、
「	記号,括弧開,*,*,*,*,「,「,「
微増	名詞,サ変接続,*,*,*,*,微増,ビゾウ,ビゾー
」	記号,括弧閉,*,*,*,*,」,」,」
で	助詞,格助詞,一般,*,*,*,で,デ,デ
決着	名詞,サ変接続,*,*,*,*,決着,ケッチャク,ケッチャク
…	記号,一般,*,*,*,*,…,…,…
実質	名詞,一般,*,*,*,*,実質,ジッシツ,ジッシツ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
マイナス	名詞,一般,*,*,*,*,マイナス,マイナス,マイナス
改定	名詞,サ変接続,*,*,*,*,改定,カイテイ,カイテイ
　	記号,空白,*,*,*,*,　,　,　
政府	名詞,一般,*,*,*,*,政府,セイフ,セイフ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
、	記号,読点,*,*,*,*,、,、,、
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
１	名詞,数,*,*,*,*,１,イチ,イチ
４	名詞,数,*,*,*,*,４,ヨン,ヨン
年度	名詞,接尾,助数詞,*,*,*,年度,ネンド,ネンド
予算	名詞,一般,*,*,*,*,予算,ヨサン,ヨサン
編成	名詞,サ変接続,*,*,*,*,編成,ヘンセイ,ヘンセイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
焦点	名詞,一般,*,*,*,*,焦点,ショウテン,ショーテン
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
診療	名詞,サ変接続,*,*,*,*,診療,シンリョウ,シンリョー
報酬	名詞,一般,*,*,*,*,報酬,ホウシュウ,ホーシュー
について	助詞,格助詞,連語,*,*,*,について,ニツイテ,ニツイテ
、	記号,読点,*,*,*,*,、,、,、
全体	名詞,副詞可能,*,*,*,*,全体,ゼンタイ,ゼンタイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
・	名詞,数,*,*,*,*,・,・,・
１	名詞,数,*,*,*,*,１,イチ,イチ
％	名詞,接尾,助数詞,*,*,*,％,パーセント,パーセント
の	助詞,連体化,*,*,*,*,の,ノ,ノ
プラス	名詞,一般,*,*,*,*,プラス,プラス,プラス
改定	名詞,サ変接続,*,*,*,*,改定,カイテイ,カイテイ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
init	名詞,一般,*,*,*,*,*
({	名詞,サ変接続,*,*,*,*,*
site	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
POLITICS	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
area	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
P	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
RECTANGLE	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
300	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
250	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
admax	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
});	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
cAds	名詞,一般,*,*,*,*,*
();	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
dBanner	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
,'	名詞,サ変接続,*,*,*,*,*
prect	名詞,一般,*,*,*,*,*
');	名詞,サ変接続,*,*,*,*,*
　	記号,空白,*,*,*,*,　,　,　
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ
、	記号,読点,*,*,*,*,、,、,、
同年	名詞,副詞可能,*,*,*,*,同年,ドウネン,ドーネン
４月	名詞,副詞可能,*,*,*,*,４月,シガツ,シガツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
消費	名詞,サ変接続,*,*,*,*,消費,ショウヒ,ショーヒ
税	名詞,一般,*,*,*,*,税,ゼイ,ゼイ
増税	名詞,サ変接続,*,*,*,*,増税,ゾウゼイ,ゾーゼイ
対応	名詞,サ変接続,*,*,*,*,対応,タイオウ,タイオー
分	名詞,接尾,一般,*,*,*,分,ブン,ブン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
除く	動詞,自立,*,*,五段・カ行イ音便,基本形,除く,ノゾク,ノゾク
実質	名詞,一般,*,*,*,*,実質,ジッシツ,ジッシツ
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
マイナス	名詞,一般,*,*,*,*,マイナス,マイナス,マイナス
１	名詞,数,*,*,*,*,１,イチ,イチ
・	名詞,数,*,*,*,*,・,・,・
２	名詞,数,*,*,*,*,２,ニ,ニ
６	名詞,数,*,*,*,*,６,ロク,ロク
％	名詞,接尾,助数詞,*,*,*,％,パーセント,パーセント
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
、	記号,読点,*,*,*,*,、,、,、
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
８	名詞,数,*,*,*,*,８,ハチ,ハチ
年度	名詞,接尾,助数詞,*,*,*,年度,ネンド,ネンド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
福田	名詞,固有名詞,人名,姓,*,*,福田,フクダ,フクダ
内閣	名詞,一般,*,*,*,*,内閣,ナイカク,ナイカク
以来	名詞,副詞可能,*,*,*,*,以来,イライ,イライ
、	記号,読点,*,*,*,*,、,、,、
６	名詞,数,*,*,*,*,６,ロク,ロク
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
ぶり	名詞,接尾,一般,*,*,*,ぶり,ブリ,ブリ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
マイナス	名詞,一般,*,*,*,*,マイナス,マイナス,マイナス
改定	名詞,サ変接続,*,*,*,*,改定,カイテイ,カイテイ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
麻生	名詞,固有名詞,人名,姓,*,*,麻生,アソウ,アソー
財務	名詞,一般,*,*,*,*,財務,ザイム,ザイム
相	名詞,接尾,一般,*,*,*,相,ショウ,ショー
、	記号,読点,*,*,*,*,、,、,、
田村	名詞,固有名詞,人名,姓,*,*,田村,タムラ,タムラ
厚生	名詞,一般,*,*,*,*,厚生,コウセイ,コーセイ
労働	名詞,サ変接続,*,*,*,*,労働,ロウドウ,ロードー
相	名詞,接尾,一般,*,*,*,相,ショウ,ショー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
同日	名詞,副詞可能,*,*,*,*,同日,ドウジツ,ドージツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
閣僚	名詞,一般,*,*,*,*,閣僚,カクリョウ,カクリョー
折衝	名詞,サ変接続,*,*,*,*,折衝,セッショウ,セッショー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
合意	名詞,サ変接続,*,*,*,*,合意,ゴウイ,ゴーイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
診療	名詞,サ変接続,*,*,*,*,診療,シンリョウ,シンリョー
報酬	名詞,一般,*,*,*,*,報酬,ホウシュウ,ホーシュー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ
９	名詞,数,*,*,*,*,９,キュウ,キュー
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
４	名詞,数,*,*,*,*,４,ヨン,ヨン
億	名詞,数,*,*,*,*,億,オク,オク
円	名詞,接尾,助数詞,*,*,*,円,エン,エン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
公費	名詞,一般,*,*,*,*,公費,コウヒ,コーヒ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
投入	名詞,サ変接続,*,*,*,*,投入,トウニュウ,トーニュー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
提供	名詞,サ変接続,*,*,*,*,提供,テイキョウ,テイキョー
体制	名詞,一般,*,*,*,*,体制,タイセイ,タイセイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
見直し	名詞,一般,*,*,*,*,見直し,ミナオシ,ミナオシ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
基金	名詞,一般,*,*,*,*,基金,キキン,キキン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
創設	名詞,サ変接続,*,*,*,*,創設,ソウセツ,ソーセツ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ
折り合っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,折り合う,オリアッ,オリアッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
改定	名詞,サ変接続,*,*,*,*,改定,カイテイ,カイテイ
率	名詞,接尾,一般,*,*,*,率,リツ,リツ
決定	名詞,サ変接続,*,*,*,*,決定,ケッテイ,ケッテイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
調整	名詞,サ変接続,*,*,*,*,調整,チョウセイ,チョーセイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
田村	名詞,固有名詞,人名,姓,*,*,田村,タムラ,タムラ
氏	名詞,接尾,人名,*,*,*,氏,シ,シ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
大幅	名詞,形容動詞語幹,*,*,*,*,大幅,オオハバ,オーハバ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
プラス	名詞,一般,*,*,*,*,プラス,プラス,プラス
改定	名詞,サ変接続,*,*,*,*,改定,カイテイ,カイテイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
求め	動詞,自立,*,*,一段,連用形,求める,モトメ,モトメ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
に対し	助詞,格助詞,連語,*,*,*,に対し,ニタイシ,ニタイシ
、	記号,読点,*,*,*,*,、,、,、
麻生	名詞,固有名詞,人名,姓,*,*,麻生,アソウ,アソー
氏	名詞,接尾,人名,*,*,*,氏,シ,シ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
マイナス	名詞,一般,*,*,*,*,マイナス,マイナス,マイナス
改定	名詞,サ変接続,*,*,*,*,改定,カイテイ,カイテイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
主張	名詞,サ変接続,*,*,*,*,主張,シュチョウ,シュチョー
。	記号,句点,*,*,*,*,。,。,。
互いに	副詞,一般,*,*,*,*,互いに,タガイニ,タガイニ
一	名詞,数,*,*,*,*,一,イチ,イチ
歩	名詞,接尾,助数詞,*,*,*,歩,ホ,ホ
も	助詞,係助詞,*,*,*,*,も,モ,モ
譲ら	動詞,自立,*,*,五段・ラ行,未然形,譲る,ユズラ,ユズラ
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
、	記号,読点,*,*,*,*,、,、,、
調整	名詞,サ変接続,*,*,*,*,調整,チョウセイ,チョーセイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
難航	名詞,サ変接続,*,*,*,*,難航,ナンコウ,ナンコー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
